term;uuid;concept;type;term_uuid;term_misspelled;version
måliriktad;0191fcee-9307-5961-8f42-f992174dd4dd;Målinriktad;FORMAGA;8365ec44-aa37-5572-aa7c-a5565b93b061;True;NARVALONTOLOGI-2.0.0.157
målmedvten;0191fcee-9307-5961-8f42-f992174dd4dd;Målinriktad;FORMAGA;e930475d-e595-5a28-9c6d-93bd61ce344a;True;NARVALONTOLOGI-2.0.0.157
målvedveten;0191fcee-9307-5961-8f42-f992174dd4dd;Målinriktad;FORMAGA;6eae47dc-5dfa-5cd9-8c35-9d2f2e2d2462;True;NARVALONTOLOGI-2.0.0.157
målmedeveten;0191fcee-9307-5961-8f42-f992174dd4dd;Målinriktad;FORMAGA;1e6ac0cb-1703-56d3-a163-7f7548876d7e;True;NARVALONTOLOGI-2.0.0.157
målmedevetenhet;0191fcee-9307-5961-8f42-f992174dd4dd;Målinriktad;FORMAGA;e52797aa-b98f-5120-b9c7-d465c540acbe;True;NARVALONTOLOGI-2.0.0.157
noggann;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;05818fd4-f6b4-5597-b94d-c363c50018d3;True;NARVALONTOLOGI-2.0.0.157
noggrrann;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;634ebaa4-f319-5661-b9fa-17e69782ef99;True;NARVALONTOLOGI-2.0.0.157
nogggrann;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;e31c1cea-6183-5a22-8ba6-d9e23eb954e2;True;NARVALONTOLOGI-2.0.0.157
norggrann;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;3a4c61a6-ef74-5850-a384-3a0b41be18eb;True;NARVALONTOLOGI-2.0.0.157
noggran;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;2f7da12f-7af8-5b58-b23d-e06238a26c40;True;NARVALONTOLOGI-2.0.0.157
nogggran;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;48deeb10-c988-5ebe-be63-d656bfa9b729;True;NARVALONTOLOGI-2.0.0.157
norgrann;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;a573de69-7b2f-54e0-b195-3aa360767915;True;NARVALONTOLOGI-2.0.0.157
nogrrann;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;f8a8793b-1d1a-57f1-95fd-90537c934207;True;NARVALONTOLOGI-2.0.0.157
noggrannn;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;19775d79-5618-5919-88a4-b3c799a7ba1b;True;NARVALONTOLOGI-2.0.0.157
nogrann;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;9208c148-5063-58d6-87c2-1df091a0eb92;True;NARVALONTOLOGI-2.0.0.157
nogran;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;c0c8963b-3d32-56f9-b34f-c3e5de8d40ff;True;NARVALONTOLOGI-2.0.0.157
noggranhet;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;86dcf4d0-f6ef-5767-9a40-14b684cf2b88;True;NARVALONTOLOGI-2.0.0.157
noggrannet;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;c0ec9c7b-fa00-5539-8ec8-524369dc6e71;True;NARVALONTOLOGI-2.0.0.157
noggannhet;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;6048468f-1d33-5538-9f11-568bc1e36c96;True;NARVALONTOLOGI-2.0.0.157
nogranhet;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;96a67daf-5ffa-514d-80e2-d06a953bdaf1;True;NARVALONTOLOGI-2.0.0.157
nogrannhet;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;a188ab9f-c1b3-5600-aa58-b0205b3b6765;True;NARVALONTOLOGI-2.0.0.157
nyfken;ea56f629-6eca-581b-948f-7f7fe38e2e4c;Nyfikenhet;FORMAGA;a9c2ec82-ba4b-51c6-b84e-3210329ae954;True;NARVALONTOLOGI-2.0.0.157
nyfikehet;ea56f629-6eca-581b-948f-7f7fe38e2e4c;Nyfikenhet;FORMAGA;461637ae-c5f7-55c2-98e4-ca80d4c0f610;True;NARVALONTOLOGI-2.0.0.157
nytänktande;077a3702-84d8-5753-a7b7-f675d206aadc;Nytänkande;FORMAGA;74c54cf6-cfd9-5a50-9cc6-1f44f6cb3f9e;True;NARVALONTOLOGI-2.0.0.157
nytänkade;077a3702-84d8-5753-a7b7-f675d206aadc;Nytänkande;FORMAGA;c6a6638a-8003-5c37-89b4-9e04c57da1b6;True;NARVALONTOLOGI-2.0.0.157
okompliserad;01cf5117-ec7d-55ce-a2b1-098665fe9740;Okomplicerad;FORMAGA;a132d0cf-3987-58b2-92ab-5f30e5e21cd1;True;NARVALONTOLOGI-2.0.0.157
omdømme;6048d310-1c56-54fa-b71a-f2e124b0a6b8;Omdöme;FORMAGA;3f4271ab-869d-58e4-adb6-f605f2393bd9;True;NARVALONTOLOGI-2.0.0.157
omdömme;6048d310-1c56-54fa-b71a-f2e124b0a6b8;Omdöme;FORMAGA;eddf5d33-971e-5db9-9c3e-d8c5b06f7163;True;NARVALONTOLOGI-2.0.0.157
ömdöme;6048d310-1c56-54fa-b71a-f2e124b0a6b8;Omdöme;FORMAGA;18baf8ff-b87e-50d2-9417-ea77fc8a1250;True;NARVALONTOLOGI-2.0.0.157
omstänksam;2e940c9a-c072-5bd1-ad93-eb5089ba7580;Omtänksam;FORMAGA;ca2ded38-1d11-580c-aaea-a8f02efb278e;True;NARVALONTOLOGI-2.0.0.157
oprententiös;8557724f-e134-5c01-a77c-b5a22b7e8dc7;Opretentiös;FORMAGA;f18eed40-16ed-5714-a154-a902f88a8502;True;NARVALONTOLOGI-2.0.0.157
opretantiös;8557724f-e134-5c01-a77c-b5a22b7e8dc7;Opretentiös;FORMAGA;195bfb1d-0d16-5399-b6e5-89c7765e730f;True;NARVALONTOLOGI-2.0.0.157
orningsam;923d724b-d9a1-5d4b-aaa6-843ccb5af57d;Ordningsam;FORMAGA;5bfcd5e9-3338-5835-bef5-aafc402ea5cf;True;NARVALONTOLOGI-2.0.0.157
ordingsam;923d724b-d9a1-5d4b-aaa6-843ccb5af57d;Ordningsam;FORMAGA;f2b30129-950a-57d1-b421-2ec082ba47aa;True;NARVALONTOLOGI-2.0.0.157
ordninssam;923d724b-d9a1-5d4b-aaa6-843ccb5af57d;Ordningsam;FORMAGA;6711f36a-f73c-5c63-a2ec-3252a46a7e4c;True;NARVALONTOLOGI-2.0.0.157
ordingssam;923d724b-d9a1-5d4b-aaa6-843ccb5af57d;Ordningsam;FORMAGA;2a22e4ad-88cd-59f2-9300-09817d6cd8a8;True;NARVALONTOLOGI-2.0.0.157
ordnigsam;923d724b-d9a1-5d4b-aaa6-843ccb5af57d;Ordningsam;FORMAGA;d32aa228-c667-5931-8427-4e1d6bed78e4;True;NARVALONTOLOGI-2.0.0.157
ordningssam;923d724b-d9a1-5d4b-aaa6-843ccb5af57d;Ordningsam;FORMAGA;766bf03c-c0cf-59e6-88d4-61cc2e50cd8e;True;NARVALONTOLOGI-2.0.0.157
ordningssamhet;923d724b-d9a1-5d4b-aaa6-843ccb5af57d;Ordningsam;FORMAGA;b1fd11e4-81f1-5ac7-8dee-ddda1ecdae48;True;NARVALONTOLOGI-2.0.0.157
ordningssinee;f291a895-514f-5ef5-bf30-68c51e560c92;Ordningssinne;FORMAGA;6c98e518-f227-53f5-a878-4a9261d7e941;True;NARVALONTOLOGI-2.0.0.157
ordningssine;f291a895-514f-5ef5-bf30-68c51e560c92;Ordningssinne;FORMAGA;82c17e15-aa0e-599b-ab10-01a550668de6;True;NARVALONTOLOGI-2.0.0.157
orningssinne;f291a895-514f-5ef5-bf30-68c51e560c92;Ordningssinne;FORMAGA;0461404f-c9c5-55a3-8b77-b6805f9cdd16;True;NARVALONTOLOGI-2.0.0.157
ordningsssinne;f291a895-514f-5ef5-bf30-68c51e560c92;Ordningssinne;FORMAGA;9a8dab69-e3a3-577a-8c45-ccb692c30e9c;True;NARVALONTOLOGI-2.0.0.157
ordningsinne;f291a895-514f-5ef5-bf30-68c51e560c92;Ordningssinne;FORMAGA;ef8a77f7-f94c-5413-86b6-57b2497395d7;True;NARVALONTOLOGI-2.0.0.157
ordningssinnne;f291a895-514f-5ef5-bf30-68c51e560c92;Ordningssinne;FORMAGA;23080453-f21b-5f0a-9075-c449b48edf27;True;NARVALONTOLOGI-2.0.0.157
ordingssinne;f291a895-514f-5ef5-bf30-68c51e560c92;Ordningssinne;FORMAGA;ab05f206-16b9-5631-a67e-c7fe816cc585;True;NARVALONTOLOGI-2.0.0.157
ordninssinne;f291a895-514f-5ef5-bf30-68c51e560c92;Ordningssinne;FORMAGA;ba0bff1f-b364-516d-b045-c193d6d5983e;True;NARVALONTOLOGI-2.0.0.157
organisatonsförmåga;c13e39dc-40a5-5695-ad65-725ccc9f1cf8;Organisationsförmåga;FORMAGA;0edf6dfb-5a00-5425-ac42-f132843c0c13;True;NARVALONTOLOGI-2.0.0.157
organistaionsförmåga;c13e39dc-40a5-5695-ad65-725ccc9f1cf8;Organisationsförmåga;FORMAGA;be74e07d-d31e-558d-8e9c-7654b992cb3c;True;NARVALONTOLOGI-2.0.0.157
organisationförmåga;c13e39dc-40a5-5695-ad65-725ccc9f1cf8;Organisationsförmåga;FORMAGA;ac17e592-f13b-558f-a728-ef8a0a71e108;True;NARVALONTOLOGI-2.0.0.157
organsiationsförmåga;c13e39dc-40a5-5695-ad65-725ccc9f1cf8;Organisationsförmåga;FORMAGA;31b5e168-81d5-5221-8e5d-6817768a32fb;True;NARVALONTOLOGI-2.0.0.157
organistionsförmåga;c13e39dc-40a5-5695-ad65-725ccc9f1cf8;Organisationsförmåga;FORMAGA;3a0cd37a-3689-5660-ae62-a49bcbc8e359;True;NARVALONTOLOGI-2.0.0.157
organistorisk;aa310607-febe-5045-a580-ab36eb1f52a0;Organisatorisk;FORMAGA;49094e42-ffce-52fa-bdfa-95e8d036992e;True;NARVALONTOLOGI-2.0.0.157
organisatiorisk;aa310607-febe-5045-a580-ab36eb1f52a0;Organisatorisk;FORMAGA;660e637c-818e-5822-a134-5cedb780ba25;True;NARVALONTOLOGI-2.0.0.157
passionrad;a4ce1a87-6d8d-5fb7-9649-47a216d2da1a;Passionerad;FORMAGA;552136cd-a3df-5751-932b-253598a5927f;True;NARVALONTOLOGI-2.0.0.157
pedagoisk;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;595d9a43-37de-53bd-82ba-7f92295bed20;True;NARVALONTOLOGI-2.0.0.157
pedagogsik;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;d3c6cd69-4b72-5d25-9a29-b93cee817488;True;NARVALONTOLOGI-2.0.0.157
pedagisk;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;6f16657e-b058-5c1a-a40a-e71e55db9a8c;True;NARVALONTOLOGI-2.0.0.157
pedagogok;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;af2d5ca4-02d9-56cf-b549-fbb6d3efd582;True;NARVALONTOLOGI-2.0.0.157
pedgogik;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;d0fc9508-7502-5b7e-9409-33d9a5fa2623;True;NARVALONTOLOGI-2.0.0.157
pedagogoik;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;3ec3b36a-a823-5695-9004-db4b14b90c9c;True;NARVALONTOLOGI-2.0.0.157
pedagogsk;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;ec5a980f-f217-514d-aea6-e1bb1629d578;True;NARVALONTOLOGI-2.0.0.157
pedagogosk;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;581c90ac-b8cb-505b-8e7d-0714b26b1888;True;NARVALONTOLOGI-2.0.0.157
pedogogisk;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;0ffdf221-c80a-51e0-a613-7e969e9f82c5;True;NARVALONTOLOGI-2.0.0.157
pedaogisk;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;7b9f5a8c-91f7-5345-b8ec-281f63b9f9c6;True;NARVALONTOLOGI-2.0.0.157
pedagodisk;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;10223dbc-26d0-5a5d-9052-3dabe465fa45;True;NARVALONTOLOGI-2.0.0.157
pedegogisk;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;7cf147d0-81ad-586e-8a92-721349a8c866;True;NARVALONTOLOGI-2.0.0.157
pedagosisk;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;d2540428-a47b-57d8-8119-b5160e8c72ae;True;NARVALONTOLOGI-2.0.0.157
pedadogisk;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;2d07b45f-14eb-5eff-a481-06629748ba6a;True;NARVALONTOLOGI-2.0.0.157
pedgogisk;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;92374266-50df-5bab-8713-80e4ee67875b;True;NARVALONTOLOGI-2.0.0.157
padagogisk;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;02e44197-bb85-5af9-9216-c33ec34da827;True;NARVALONTOLOGI-2.0.0.157
pedaogogisk;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;11e74aa2-ee4b-5ed3-afa6-bf8b46eea27c;True;NARVALONTOLOGI-2.0.0.157
pedagogogisk;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;f11e457b-0ba8-50ce-bdd9-4524fb4c19b7;True;NARVALONTOLOGI-2.0.0.157
planeringförmåga;7398d619-5eb2-5c3a-baf4-443b066040bd;Planeringsförmåga;FORMAGA;5153657a-f1f6-5b60-a652-feb2c45bf488;True;NARVALONTOLOGI-2.0.0.157
plikktrogen;8d8149b5-a75a-5b69-bdf2-ad3a437e34fb;Plikttrogen;FORMAGA;648013aa-ac0f-5b88-b5fa-22fc69714403;True;NARVALONTOLOGI-2.0.0.157
pliktrogen;8d8149b5-a75a-5b69-bdf2-ad3a437e34fb;Plikttrogen;FORMAGA;3b850e49-44bc-598f-9bd6-e5dac0f9f304;True;NARVALONTOLOGI-2.0.0.157
posi­tiv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;98fdb665-1ae9-582a-8460-1a0aef343d3a;True;NARVALONTOLOGI-2.0.0.157
poistiv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;58d57aa0-fef1-5438-8279-fe5a6871dbf4;True;NARVALONTOLOGI-2.0.0.157
posititv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;f8e51093-e526-50ba-894b-0e3cd4e06e42;True;NARVALONTOLOGI-2.0.0.157
posstiv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;32b3db91-a9b5-50e9-ae2a-2c94999adb16;True;NARVALONTOLOGI-2.0.0.157
postiv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;a4acc3ac-e1d9-5f89-ad93-cf8fc00d020b;True;NARVALONTOLOGI-2.0.0.157
posistiv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;3323b9be-68d4-5ff1-9bfd-d352d70872f5;True;NARVALONTOLOGI-2.0.0.157
posutiv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;aba52739-f539-5681-8195-d77609d14d64;True;NARVALONTOLOGI-2.0.0.157
posetiv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;b0b23a6c-898c-5ee9-bfc1-fca1968663d5;True;NARVALONTOLOGI-2.0.0.157
poisitiv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;ecc7077c-7db2-5c82-9412-2eee503ba2b7;True;NARVALONTOLOGI-2.0.0.157
poitiv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;24d104bc-f2e8-52ac-9346-eb7ff91a8388;True;NARVALONTOLOGI-2.0.0.157
psitiv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;9d218de4-403a-595a-aec7-6f590059e74d;True;NARVALONTOLOGI-2.0.0.157
posititiv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;d772e6e5-3537-544b-9ce6-8a53862a5c52;True;NARVALONTOLOGI-2.0.0.157
posiv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;23aaf685-bea8-5d13-a648-8e44299be794;True;NARVALONTOLOGI-2.0.0.157
positv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;9dd5ddb3-0922-58e9-807d-eaccd4bca332;True;NARVALONTOLOGI-2.0.0.157
possitv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;7d487b55-a614-5241-bd66-7a76d661d612;True;NARVALONTOLOGI-2.0.0.157
postitv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;bab27468-1c08-519b-9982-65036129b0fd;True;NARVALONTOLOGI-2.0.0.157
possetiv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;d6784613-b885-576b-a054-b44bc3971913;True;NARVALONTOLOGI-2.0.0.157
possitiv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;ca7e8989-4549-5071-81e7-729dbe41c062;True;NARVALONTOLOGI-2.0.0.157
postitiv;af3255aa-7632-5ba9-89f4-216e0ab3f70a;Positiv;FORMAGA;a2dac59e-afc0-5373-aa7a-37bc2469709b;True;NARVALONTOLOGI-2.0.0.157
prestigslös;f04868a7-097c-5cf3-9033-f166d9996fa8;Prestigelös;FORMAGA;ae53e294-7602-56bf-82a1-e0dc74fc9275;True;NARVALONTOLOGI-2.0.0.157
prestigeslös;f04868a7-097c-5cf3-9033-f166d9996fa8;Prestigelös;FORMAGA;899cd78f-a8b9-5a84-aa41-879994c815e3;True;NARVALONTOLOGI-2.0.0.157
prestiglös;f04868a7-097c-5cf3-9033-f166d9996fa8;Prestigelös;FORMAGA;8b34c2c7-0aa0-5453-8058-657738196f78;True;NARVALONTOLOGI-2.0.0.157
presigelös;f04868a7-097c-5cf3-9033-f166d9996fa8;Prestigelös;FORMAGA;54554ad1-310c-542f-bf9d-682040a88cd8;True;NARVALONTOLOGI-2.0.0.157
presitgelös;f04868a7-097c-5cf3-9033-f166d9996fa8;Prestigelös;FORMAGA;02a3b274-cd83-5f2b-9d03-4fa01ecbf224;True;NARVALONTOLOGI-2.0.0.157
pretigelös;f04868a7-097c-5cf3-9033-f166d9996fa8;Prestigelös;FORMAGA;cb98311e-b592-5df9-9ddc-19eaf92b944b;True;NARVALONTOLOGI-2.0.0.157
prestiglöshet;f04868a7-097c-5cf3-9033-f166d9996fa8;Prestigelös;FORMAGA;b1d9656d-f515-58ec-a38e-01dc159069da;True;NARVALONTOLOGI-2.0.0.157
presigelöshet;f04868a7-097c-5cf3-9033-f166d9996fa8;Prestigelös;FORMAGA;d1ef131d-106d-579c-abb1-3a5cfa6742fc;True;NARVALONTOLOGI-2.0.0.157
problemslösande;681dbc0b-50b1-5029-819f-efdfd185007e;Problemlösande;FORMAGA;50db70b7-5cda-5479-bb85-960ffe405845;True;NARVALONTOLOGI-2.0.0.157
problemslösningsfokuserad;7d434f6d-d5ba-56a4-b683-587319514f20;Problemlösningsorienterad;FORMAGA;f7c0c10a-1ca8-5589-9ec0-f513b58ab2df;True;NARVALONTOLOGI-2.0.0.157
problemslösningsförmåga;2b90454b-4c4b-59e2-8484-ba6919e0526a;Problemlösningsförmåga;FORMAGA;45494d99-2d09-54c1-839c-c7373f2a901c;True;NARVALONTOLOGI-2.0.0.157
problemlösningsfömåga;2b90454b-4c4b-59e2-8484-ba6919e0526a;Problemlösningsförmåga;FORMAGA;9920f37e-ed47-5711-b86d-0fdb9fdd637b;True;NARVALONTOLOGI-2.0.0.157
professionel;005e657f-20c8-5175-bed3-6437b6dd2023;Professionell;FORMAGA;01290540-05a7-5dd2-8371-4f5f86950665;True;NARVALONTOLOGI-2.0.0.157
proffessionell;005e657f-20c8-5175-bed3-6437b6dd2023;Professionell;FORMAGA;e6328f53-89a3-5e74-bb02-fa7ae3f51292;True;NARVALONTOLOGI-2.0.0.157
proffessionel;005e657f-20c8-5175-bed3-6437b6dd2023;Professionell;FORMAGA;f7434d29-0e53-5e78-a01c-c19a4c9d5ff9;True;NARVALONTOLOGI-2.0.0.157
profesionell;005e657f-20c8-5175-bed3-6437b6dd2023;Professionell;FORMAGA;07f6b5bd-34b5-572d-a0ba-db424aa9a5a8;True;NARVALONTOLOGI-2.0.0.157
proffesionell;005e657f-20c8-5175-bed3-6437b6dd2023;Professionell;FORMAGA;a8e098c0-4a90-5949-b514-84c0a91f058b;True;NARVALONTOLOGI-2.0.0.157
proffisionell;005e657f-20c8-5175-bed3-6437b6dd2023;Professionell;FORMAGA;2bbd8352-c034-5a22-81fb-34d2c1bd3674;True;NARVALONTOLOGI-2.0.0.157
professinell;005e657f-20c8-5175-bed3-6437b6dd2023;Professionell;FORMAGA;77188190-8a5d-556b-8af4-c95ef2aab7c0;True;NARVALONTOLOGI-2.0.0.157
påltilig;c930bfa9-a6b3-5e33-a22e-cd9d21ef88e1;Pålitlig;FORMAGA;d6e4a41d-4511-58dd-b531-08f1e783782e;True;NARVALONTOLOGI-2.0.0.157
påliglig;c930bfa9-a6b3-5e33-a22e-cd9d21ef88e1;Pålitlig;FORMAGA;e74f57b2-ed7b-589e-a91a-b9a07f24462f;True;NARVALONTOLOGI-2.0.0.157
pålitig;c930bfa9-a6b3-5e33-a22e-cd9d21ef88e1;Pålitlig;FORMAGA;da994143-9820-5c09-991f-1bd75cee2931;True;NARVALONTOLOGI-2.0.0.157
pålitilig;c930bfa9-a6b3-5e33-a22e-cd9d21ef88e1;Pålitlig;FORMAGA;30c33129-1786-5408-93e2-6411011a7310;True;NARVALONTOLOGI-2.0.0.157
pålitllig;c930bfa9-a6b3-5e33-a22e-cd9d21ef88e1;Pålitlig;FORMAGA;22fd34e9-46ed-5cba-bc1c-cd0784f5e782;True;NARVALONTOLOGI-2.0.0.157
pålitlg;c930bfa9-a6b3-5e33-a22e-cd9d21ef88e1;Pålitlig;FORMAGA;aba83336-8910-502a-bdff-724d4d4083ad;True;NARVALONTOLOGI-2.0.0.157
pålidelig;c930bfa9-a6b3-5e33-a22e-cd9d21ef88e1;Pålitlig;FORMAGA;67539ef8-dc4e-5d21-a735-e845bd81d541;True;NARVALONTOLOGI-2.0.0.157
påltlig;c930bfa9-a6b3-5e33-a22e-cd9d21ef88e1;Pålitlig;FORMAGA;49c50d26-abdb-5aff-afb4-c5490905213d;True;NARVALONTOLOGI-2.0.0.157
pålitelig;c930bfa9-a6b3-5e33-a22e-cd9d21ef88e1;Pålitlig;FORMAGA;05f113ae-15d4-594a-99c3-35e412af72f7;True;NARVALONTOLOGI-2.0.0.157
pålitglig;c930bfa9-a6b3-5e33-a22e-cd9d21ef88e1;Pålitlig;FORMAGA;36d6ccbc-6965-57ab-a88f-51f8331f1bd2;True;NARVALONTOLOGI-2.0.0.157
relationskapande;f6b2d031-b866-56f3-9380-57dc33509392;Relationsskapande;FORMAGA;e39d8ec0-92d4-5772-8fab-674ac1ee2367;True;NARVALONTOLOGI-2.0.0.157
relationskapare;f14965ed-8731-5c04-b608-c1cc89ea2fec;Relationsskapare;FORMAGA;05a25485-7f71-59bf-aebb-c8732b13921e;True;NARVALONTOLOGI-2.0.0.157
resultatintriktad;797411c4-51be-5c4b-8ea6-e3fa5c299253;Resultatinriktad;FORMAGA;7becb7b2-a016-5ad3-b366-3fad22a7cb2c;True;NARVALONTOLOGI-2.0.0.157
resultatsinriktad;797411c4-51be-5c4b-8ea6-e3fa5c299253;Resultatinriktad;FORMAGA;de08daf0-6f49-5269-9df4-c1f8e4066aff;True;NARVALONTOLOGI-2.0.0.157
samaretsförmåga;4d30a843-de41-588f-8a65-09556a006ea6;Samarbetsförmåga;FORMAGA;e3d6044d-5c8d-56e6-9e33-981d0d04af1e;True;NARVALONTOLOGI-2.0.0.157
samarbetaförmåga;4d30a843-de41-588f-8a65-09556a006ea6;Samarbetsförmåga;FORMAGA;3a6e9d02-4ed2-51b7-bc16-1b4ed24d4de9;True;NARVALONTOLOGI-2.0.0.157
samarbetsförmmåga;4d30a843-de41-588f-8a65-09556a006ea6;Samarbetsförmåga;FORMAGA;e12ccf21-bd79-54f4-b33c-641e412be805;True;NARVALONTOLOGI-2.0.0.157
samarbets­förmåga;4d30a843-de41-588f-8a65-09556a006ea6;Samarbetsförmåga;FORMAGA;a9470a2a-2960-54dd-8b54-67afc90fc48c;True;NARVALONTOLOGI-2.0.0.157
samarabetsförmåga;4d30a843-de41-588f-8a65-09556a006ea6;Samarbetsförmåga;FORMAGA;2bedaec7-d24e-5fc6-867b-24aeb00a2111;True;NARVALONTOLOGI-2.0.0.157
samarbetsförmåda;4d30a843-de41-588f-8a65-09556a006ea6;Samarbetsförmåga;FORMAGA;f10641ec-f5b7-5e2c-a448-38517c07feda;True;NARVALONTOLOGI-2.0.0.157
samsarbetsförmåga;4d30a843-de41-588f-8a65-09556a006ea6;Samarbetsförmåga;FORMAGA;befe7a19-6a12-5e0f-ae97-5819274383c4;True;NARVALONTOLOGI-2.0.0.157
samarbesförmåga;4d30a843-de41-588f-8a65-09556a006ea6;Samarbetsförmåga;FORMAGA;050da7ae-e3a2-58ae-9cfc-2191806f70af;True;NARVALONTOLOGI-2.0.0.157
samarbestförmåga;4d30a843-de41-588f-8a65-09556a006ea6;Samarbetsförmåga;FORMAGA;037dec77-d55b-5b7c-bb62-b06271970fee;True;NARVALONTOLOGI-2.0.0.157
samarbetssförmåga;4d30a843-de41-588f-8a65-09556a006ea6;Samarbetsförmåga;FORMAGA;ed86c04c-a46c-5dea-82a8-d835c404f125;True;NARVALONTOLOGI-2.0.0.157
samarbetsföråga;4d30a843-de41-588f-8a65-09556a006ea6;Samarbetsförmåga;FORMAGA;4bebf91a-90ec-51d3-bb12-8286ce9e306d;True;NARVALONTOLOGI-2.0.0.157
samarbetsgörmåga;4d30a843-de41-588f-8a65-09556a006ea6;Samarbetsförmåga;FORMAGA;eb179ced-2f04-5049-a4f5-b7a7b069ab8b;True;NARVALONTOLOGI-2.0.0.157
samarbetsfömåga;4d30a843-de41-588f-8a65-09556a006ea6;Samarbetsförmåga;FORMAGA;56fc865f-6529-59f4-b9e7-03d331460f4b;True;NARVALONTOLOGI-2.0.0.157
samarbetsförsmåga;4d30a843-de41-588f-8a65-09556a006ea6;Samarbetsförmåga;FORMAGA;f9ff87c7-c1ed-5225-8ae1-948588f3680d;True;NARVALONTOLOGI-2.0.0.157
samarbetetsförmåga;4d30a843-de41-588f-8a65-09556a006ea6;Samarbetsförmåga;FORMAGA;9e5a47c6-1699-5c84-951c-69c24b0aa22b;True;NARVALONTOLOGI-2.0.0.157
samarbetsfårmåga;4d30a843-de41-588f-8a65-09556a006ea6;Samarbetsförmåga;FORMAGA;73c5ab71-35e5-5ba3-9e20-e507504a1a38;True;NARVALONTOLOGI-2.0.0.157
